transaction_id,gl_account,amount,period,entity,business_unit,project
prior_year-5200-P04-1,5200,-7000.00,4,FIRM,CONSULTING,
prior_year-5300-P04-1,5300,-5000.00,4,FIRM,CONSULTING,
prior_year-6000-P04-1,6000,-120000.00,4,FIRM,CONSULTING,
prior_year-6100-P04-1,6100,-15000.00,4,FIRM,CONSULTING,
prior_year-6200-P04-1,6200,-25000.00,4,FIRM,CONSULTING,
prior_year-6300-P04-1,6300,-8000.00,4,FIRM,CONSULTING,
prior_year-7000-P04-1,7000,-18000.00,4,FIRM,CONSULTING,
prior_year-7100-P04-1,7100,-3000.00,4,FIRM,CONSULTING,
prior_year-7200-P04-1,7200,-6000.00,4,FIRM,CONSULTING,
prior_year-7300-P04-1,7300,-12000.00,4,FIRM,CONSULTING,
prior_year-8000-P04-1,8000,-5000.00,4,FIRM,CONSULTING,
prior_year-8100-P04-1,8100,-1500.00,4,FIRM,CONSULTING,
prior_year-8200-P04-1,8200,-8000.00,4,FIRM,CONSULTING,
prior_year-4000-P05-1,4000,230000.00,5,FIRM,CONSULTING,
prior_year-4100-P05-1,4100,45000.00,5,FIRM,CONSULTING,
prior_year-5000-P05-1,5000,-10000.00,5,FIRM,CONSULTING,
prior_year-5100-P05-1,5100,-8000.00,5,FIRM,CONSULTING,
prior_year-5200-P05-1,5200,-7000.00,5,FIRM,CONSULTING,
prior_year-5300-P05-1,5300,-5000.00,5,FIRM,CONSULTING,
prior_year-6000-P05-1,6000,-120000.00,5,FIRM,CONSULTING,
prior_year-6100-P05-1,6100,-15000.00,5,FIRM,CONSULTING,
prior_year-6200-P05-1,6200,-25000.00,5,FIRM,CONSULTING,
prior_year-6300-P05-1,6300,-8000.00,5,FIRM,CONSULTING,
prior_year-7000-P05-1,7000,-18000.00,5,FIRM,CONSULTING,
prior_year-7100-P05-1,7100,-3000.00,5,FIRM,CONSULTING,
prior_year-7200-P05-1,7200,-6000.00,5,FIRM,CONSULTING,
prior_year-7300-P05-1,7300,-12000.00,5,FIRM,CONSULTING,
prior_year-8000-P05-1,8000,-5000.00,5,FIRM,CONSULTING,
prior_year-8100-P05-1,8100,-1500.00,5,FIRM,CONSULTING,
prior_year-8200-P05-1,8200,-8000.00,5,FIRM,CONSULTING,
prior_year-4000-P06-1,4000,230000.00,6,FIRM,CONSULTING,
prior_year-4100-P06-1,4100,45000.00,6,FIRM,CONSULTING,
prior_year-5000-P06-1,5000,-10000.00,6,FIRM,CONSULTING,
prior_year-5100-P06-1,5100,-8000.00,6,FIRM,CONSULTING,
prior_year-5200-P06-1,5200,-7000.00,6,FIRM,CONSULTING,
prior_year-5300-P06-1,5300,-5000.00,6,FIRM,CONSULTING,
prior_year-6000-P06-1,6000,-120000.00,6,FIRM,CONSULTING,
prior_year-6100-P06-1,6100,-15000.00,6,FIRM,CONSULTING,
prior_year-6200-P06-1,6200,-25000.00,6,FIRM,CONSULTING,
prior_year-6300-P06-1,6300,-8000.00,6,FIRM,CONSULTING,
prior_year-7000-P06-1,7000,-18000.00,6,FIRM,CONSULTING,
prior_year-7100-P06-1,7100,-3000.00,6,FIRM,CONSULTING,
prior_year-7200-P06-1,7200,-6000.00,6,FIRM,CONSULTING,
prior_year-7300-P06-1,7300,-12000.00,6,FIRM,CONSULTING,
prior_year-8000-P06-1,8000,-5000.00,6,FIRM,CONSULTING,
prior_year-8100-P06-1,8100,-1500.00,6,FIRM,CONSULTING,
prior_year-8200-P06-1,8200,-8000.00,6,FIRM,CONSULTING,
prior_year-4000-P07-1,4000,230000.00,7,FIRM,CONSULTING,
prior_year-4100-P07-1,4100,45000.00,7,FIRM,CONSULTING,
prior_year-5000-P07-1,5000,-10000.00,7,FIRM,CONSULTING,
prior_year-5100-P07-1,5100,-8000.00,7,FIRM,CONSULTING,
prior_year-5200-P07-1,5200,-7000.00,7,FIRM,CONSULTING,
prior_year-5300-P07-1,5300,-5000.00,7,FIRM,CONSULTING,
prior_year-6000-P07-1,6000,-120000.00,7,FIRM,CONSULTING,
prior_year-6100-P07-1,6100,-15000.00,7,FIRM,CONSULTING,
prior_year-6200-P07-1,6200,-25000.00,7,FIRM,CONSULTING,
prior_year-6300-P07-1,6300,-8000.00,7,FIRM,CONSULTING,
prior_year-7000-P07-1,7000,-18000.00,7,FIRM,CONSULTING,
prior_year-7100-P07-1,7100,-3000.00,7,FIRM,CONSULTING,
prior_year-7200-P07-1,7200,-6000.00,7,FIRM,CONSULTING,
prior_year-7300-P07-1,7300,-12000.00,7,FIRM,CONSULTING,
prior_year-8000-P07-1,8000,-5000.00,7,FIRM,CONSULTING,
prior_year-8100-P07-1,8100,-1500.00,7,FIRM,CONSULTING,
prior_year-8200-P07-1,8200,-8000.00,7,FIRM,CONSULTING,
prior_year-4000-P08-1,4000,230000.00,8,FIRM,CONSULTING,
prior_year-4100-P08-1,4100,45000.00,8,FIRM,CONSULTING,
prior_year-5000-P08-1,5000,-10000.00,8,FIRM,CONSULTING,
prior_year-5100-P08-1,5100,-8000.00,8,FIRM,CONSULTING,
prior_year-5200-P08-1,5200,-7000.00,8,FIRM,CONSULTING,
prior_year-5300-P08-1,5300,-5000.00,8,FIRM,CONSULTING,
prior_year-6000-P08-1,6000,-120000.00,8,FIRM,CONSULTING,
prior_year-6100-P08-1,6100,-15000.00,8,FIRM,CONSULTING,
prior_year-6200-P08-1,6200,-25000.00,8,FIRM,CONSULTING,
prior_year-6300-P08-1,6300,-8000.00,8,FIRM,CONSULTING,
prior_year-7000-P08-1,7000,-18000.00,8,FIRM,CONSULTING,
prior_year-7100-P08-1,7100,-3000.00,8,FIRM,CONSULTING,
prior_year-7200-P08-1,7200,-6000.00,8,FIRM,CONSULTING,
prior_year-7300-P08-1,7300,-12000.00,8,FIRM,CONSULTING,
prior_year-8000-P08-1,8000,-5000.00,8,FIRM,CONSULTING,
prior_year-8100-P08-1,8100,-1500.00,8,FIRM,CONSULTING,
prior_year-8200-P08-1,8200,-8000.00,8,FIRM,CONSULTING,
prior_year-4000-P09-1,4000,230000.00,9,FIRM,CONSULTING,
prior_year-4100-P09-1,4100,45000.00,9,FIRM,CONSULTING,
prior_year-5000-P09-1,5000,-10000.00,9,FIRM,CONSULTING,
prior_year-5100-P09-1,5100,-8000.00,9,FIRM,CONSULTING,
prior_year-5200-P09-1,5200,-7000.00,9,FIRM,CONSULTING,
prior_year-5300-P09-1,5300,-5000.00,9,FIRM,CONSULTING,
prior_year-6000-P09-1,6000,-120000.00,9,FIRM,CONSULTING,
prior_year-6100-P09-1,6100,-15000.00,9,FIRM,CONSULTING,
prior_year-6200-P09-1,6200,-25000.00,9,FIRM,CONSULTING,
prior_year-6300-P09-1,6300,-8000.00,9,FIRM,CONSULTING,
prior_year-7000-P09-1,7000,-18000.00,9,FIRM,CONSULTING,
prior_year-7100-P09-1,7100,-3000.00,9,FIRM,CONSULTING,
prior_year-7200-P09-1,7200,-6000.00,9,FIRM,CONSULTING,
prior_year-7300-P09-1,7300,-12000.00,9,FIRM,CONSULTING,
prior_year-8000-P09-1,8000,-5000.00,9,FIRM,CONSULTING,
prior_year-8100-P09-1,8100,-1500.00,9,FIRM,CONSULTING,
prior_year-8200-P09-1,8200,-8000.00,9,FIRM,CONSULTING,
prior_year-4000-P10-1,4000,230000.00,10,FIRM,CONSULTING,
prior_year-4100-P10-1,4100,45000.00,10,FIRM,CONSULTING,
prior_year-5000-P10-1,5000,-10000.00,10,FIRM,CONSULTING,
prior_year-5100-P10-1,5100,-8000.00,10,FIRM,CONSULTING,
prior_year-5200-P10-1,5200,-7000.00,10,FIRM,CONSULTING,
prior_year-5300-P10-1,5300,-5000.00,10,FIRM,CONSULTING,
prior_year-6000-P10-1,6000,-120000.00,10,FIRM,CONSULTING,
prior_year-6100-P10-1,6100,-15000.00,10,FIRM,CONSULTING,
prior_year-6200-P10-1,6200,-25000.00,10,FIRM,CONSULTING,
prior_year-6300-P10-1,6300,-8000.00,10,FIRM,CONSULTING,
prior_year-7000-P10-1,7000,-18000.00,10,FIRM,CONSULTING,
prior_year-7100-P10-1,7100,-3000.00,10,FIRM,CONSULTING,
prior_year-7200-P10-1,7200,-6000.00,10,FIRM,CONSULTING,
prior_year-7300-P10-1,7300,-12000.00,10,FIRM,CONSULTING,
prior_year-8000-P10-1,8000,-5000.00,10,FIRM,CONSULTING,
prior_year-8100-P10-1,8100,-1500.00,10,FIRM,CONSULTING,
prior_year-8200-P10-1,8200,-8000.00,10,FIRM,CONSULTING,
prior_year-4000-P11-1,4000,230000.00,11,FIRM,CONSULTING,
prior_year-4100-P11-1,4100,45000.00,11,FIRM,CONSULTING,
prior_year-5000-P11-1,5000,-10000.00,11,FIRM,CONSULTING,
prior_year-5100-P11-1,5100,-8000.00,11,FIRM,CONSULTING,
prior_year-5200-P11-1,5200,-7000.00,11,FIRM,CONSULTING,
prior_year-5300-P11-1,5300,-5000.00,11,FIRM,CONSULTING,
prior_year-6000-P11-1,6000,-120000.00,11,FIRM,CONSULTING,
prior_year-6100-P11-1,6100,-15000.00,11,FIRM,CONSULTING,
prior_year-6200-P11-1,6200,-25000.00,11,FIRM,CONSULTING,
prior_year-6300-P11-1,6300,-8000.00,11,FIRM,CONSULTING,
prior_year-7000-P11-1,7000,-18000.00,11,FIRM,CONSULTING,
prior_year-7100-P11-1,7100,-3000.00,11,FIRM,CONSULTING,
prior_year-7200-P11-1,7200,-6000.00,11,FIRM,CONSULTING,
prior_year-7300-P11-1,7300,-12000.00,11,FIRM,CONSULTING,
prior_year-8000-P11-1,8000,-5000.00,11,FIRM,CONSULTING,
prior_year-8100-P11-1,8100,-1500.00,11,FIRM,CONSULTING,
prior_year-8200-P11-1,8200,-8000.00,11,FIRM,CONSULTING,
prior_year-4000-P12-1,4000,230000.00,12,FIRM,CONSULTING,
prior_year-4100-P12-1,4100,45000.00,12,FIRM,CONSULTING,
prior_year-5000-P12-1,5000,-10000.00,12,FIRM,CONSULTING,
prior_year-5100-P12-1,5100,-8000.00,12,FIRM,CONSULTING,
prior_year-5200-P12-1,5200,-7000.00,12,FIRM,CONSULTING,
prior_year-5300-P12-1,5300,-5000.00,12,FIRM,CONSULTING,
prior_year-6000-P12-1,6000,-120000.00,12,FIRM,CONSULTING,
prior_year-6100-P12-1,6100,-15000.00,12,FIRM,CONSULTING,
prior_year-6200-P12-1,6200,-25000.00,12,FIRM,CONSULTING,
prior_year-6300-P12-1,6300,-8000.00,12,FIRM,CONSULTING,
prior_year-7000-P12-1,7000,-18000.00,12,FIRM,CONSULTING,
prior_year-7100-P12-1,7100,-3000.00,12,FIRM,CONSULTING,
prior_year-7200-P12-1,7200,-6000.00,12,FIRM,CONSULTING,
prior_year-7300-P12-1,7300,-12000.00,12,FIRM,CONSULTING,
prior_year-8000-P12-1,8000,-5000.00,12,FIRM,CONSULTING,
prior_year-8100-P12-1,8100,-1500.00,12,FIRM,CONSULTING,
prior_year-8200-P12-1,8200,-8000.00,12,FIRM,CONSULTING,
